Date,Open,High,Low,Close,Adj Close,Volume
2019-02-14,140.250000,142.759995,139.580002,142.220001,135.296509,1035600
2019-02-15,143.229996,144.300003,142.619995,144.259995,137.237106,1176600
2019-02-19,143.809998,145.229996,143.009995,143.589996,136.599792,1418800
2019-02-20,143.089996,143.649994,142.020004,142.330002,135.401154,1640900
2019-02-21,142.320007,142.800003,141.160004,142.009995,135.096695,1714600
2019-02-22,142.330002,144.979996,142.259995,144.039993,137.027863,898100
2019-02-25,144.039993,145.550003,143.080002,143.259995,136.285858,1433200
2019-02-26,143.330002,143.960007,142.210007,142.520004,135.581879,1332700
2019-02-27,141.660004,143.169998,138.160004,138.809998,132.052460,1279300
2019-02-28,137.729996,140.850006,137.729996,139.039993,132.653534,1718800
2019-03-01,139.360001,140.550003,138.259995,138.470001,132.109711,1997100
2019-03-04,139.110001,139.520004,135.080002,136.100006,129.848633,2334500
2019-03-05,136.380005,136.539993,134.779999,135.389999,129.171219,2257000
2019-03-06,135.070007,135.589996,128.520004,128.729996,122.817116,3543000
2019-03-07,128.960007,129.600006,126.370003,126.889999,121.061630,3655600
2019-03-08,125.510002,126.589996,124.040001,124.739998,119.010361,1700400
2019-03-11,124.709999,126.129997,124.050003,125.889999,120.107567,3133000
2019-03-12,126.269997,129.429993,126.269997,128.880005,122.960243,2694800
2019-03-13,129.009995,131.449997,128.360001,130.820007,124.811157,1584800
2019-03-14,130.820007,132.289993,130.589996,131.770004,125.717461,1756200
2019-03-15,132.720001,133.479996,132.300003,132.350006,126.270859,2924400
2019-03-18,132.229996,134.809998,131.649994,134.750000,128.560577,2385900
2019-03-19,135.130005,137.309998,134.559998,136.619995,130.344681,1767400
2019-03-20,136.559998,136.699997,134.630005,135.080002,128.875427,1759900
2019-03-21,134.300003,137.059998,134.000000,136.910004,130.621429,770000
2019-03-22,136.000000,136.750000,134.429993,134.440002,128.264862,1560100
2019-03-25,133.750000,133.779999,131.570007,132.660004,126.566582,1305500
2019-03-26,133.169998,133.369995,129.520004,129.750000,123.790268,1717700
2019-03-27,129.259995,130.399994,127.760002,128.679993,122.769417,1427600
2019-03-28,129.330002,129.350006,127.800003,128.660004,122.750328,1031500
2019-03-29,129.369995,130.770004,128.410004,130.380005,124.391350,1410600
2019-04-01,131.639999,132.250000,130.850006,131.979996,125.917809,1405500
2019-04-02,131.830002,131.949997,129.669998,130.649994,124.648903,958400
2019-04-03,131.490005,132.149994,130.919998,131.210007,125.183197,994000
2019-04-04,131.509995,132.580002,131.029999,132.350006,126.270859,1488700
2019-04-05,132.559998,134.389999,132.479996,134.080002,127.921387,1592400
2019-04-08,133.470001,133.699997,131.720001,131.839996,125.784271,993000
2019-04-09,131.270004,132.809998,130.889999,132.279999,126.204071,1132000
2019-04-10,132.880005,134.699997,132.289993,133.929993,127.778252,1111400
2019-04-11,134.089996,134.720001,129.679993,130.130005,124.152786,1020800
2019-04-12,130.630005,132.289993,127.519997,127.870003,121.996628,2693200
2019-04-15,128.009995,128.250000,126.379997,127.089996,121.252441,1651100
2019-04-16,128.169998,128.169998,113.610001,114.379997,109.126236,5138500
2019-04-17,114.760002,115.260002,110.309998,112.010002,106.865089,3955700
2019-04-18,111.849998,115.699997,111.779999,115.239998,109.946739,3832200
2019-04-22,115.169998,117.290001,113.949997,115.000000,109.717766,3140700
2019-04-23,116.360001,121.500000,116.230003,120.180000,114.659851,3050300
2019-04-24,120.250000,125.449997,120.180000,123.839996,118.151726,3483800
2019-04-25,123.250000,125.050003,122.610001,124.559998,118.838646,1425400
2019-04-26,124.000000,125.620003,121.839996,125.550003,119.783188,1887500
2019-04-29,125.779999,126.059998,123.550003,125.419998,119.659172,2223000
2019-04-30,130.460007,131.589996,123.580002,127.230003,121.386024,3623900
2019-05-01,126.800003,127.570000,123.010002,124.089996,118.390244,2823500
2019-05-02,124.309998,125.750000,122.720001,125.519997,119.754570,2810200
2019-05-03,126.290001,126.440002,124.349998,125.610001,119.840431,1580700
2019-05-06,123.480003,128.899994,123.180000,128.779999,122.864799,1824900
2019-05-07,127.150002,128.740005,125.050003,126.510002,120.699081,1859900
2019-05-08,126.309998,126.500000,124.940002,125.089996,119.344307,2050000
2019-05-09,123.699997,125.139999,122.529999,124.599998,118.876816,1475500
2019-05-10,124.550003,125.000000,121.150002,123.750000,118.065857,1152900
2019-05-13,121.559998,122.459999,119.620003,122.169998,116.558441,1588000
2019-05-14,122.349998,123.739998,121.849998,122.239998,116.625214,1409100
2019-05-15,121.709999,124.139999,120.610001,123.180000,117.522057,1252300
2019-05-16,123.339996,124.480003,122.239998,122.699997,117.064079,1430600
2019-05-17,121.139999,124.910004,121.139999,123.510002,117.836884,1216100
2019-05-20,122.790001,126.059998,122.790001,125.690002,119.916748,1976700
2019-05-21,126.660004,128.770004,126.239998,128.210007,122.321014,1683400
2019-05-22,127.410004,128.470001,127.050003,128.210007,122.321014,1012900
2019-05-23,127.430000,127.650002,125.540001,126.709999,120.889908,2532000
2019-05-24,126.129997,127.529999,122.750000,123.839996,118.151726,2335000
2019-05-28,123.309998,125.739998,123.019997,123.040001,117.388481,2719800
2019-05-29,122.910004,123.040001,120.879997,121.860001,116.262672,1136000
2019-05-30,122.440002,123.510002,121.349998,122.570000,116.940056,1044800
2019-05-31,121.470001,122.349998,119.940002,120.959999,115.781860,1558300
2019-06-03,121.000000,123.690002,120.000000,123.029999,117.763229,1588300
2019-06-04,124.040001,126.230003,123.900002,125.529999,120.156219,2470400
2019-06-05,126.830002,126.830002,123.940002,124.750000,119.409599,1981100
2019-06-06,125.120003,126.820000,124.470001,126.010002,120.615669,987800
2019-06-07,126.709999,129.100006,126.650002,128.410004,122.912941,1035000
2019-06-10,129.000000,131.229996,128.789993,130.270004,124.693291,1180200
2019-06-11,130.339996,130.360001,126.889999,128.039993,122.558769,2082800
2019-06-12,127.629997,127.629997,124.760002,126.730003,121.304855,1173000
2019-06-13,126.839996,127.669998,125.940002,127.379997,121.927032,1001000
2019-06-14,127.599998,128.250000,126.050003,126.629997,121.209129,748800
2019-06-17,126.489998,128.279999,125.860001,128.169998,122.683197,911800
2019-06-18,128.490005,130.309998,127.660004,129.059998,123.535103,1125800
2019-06-19,129.610001,130.979996,127.500000,130.100006,124.530571,1073800
2019-06-20,131.229996,132.309998,126.209999,128.080002,122.597061,2082900
2019-06-21,127.709999,128.940002,125.769997,128.229996,122.740631,1819400
2019-06-24,130.000000,131.559998,129.270004,131.089996,125.478195,1551500
2019-06-25,131.529999,136.339996,130.639999,135.179993,129.393127,3246300
2019-06-26,135.000000,135.070007,132.220001,133.660004,127.938202,2027100
2019-06-27,134.080002,135.860001,133.750000,134.100006,128.359406,1330300
2019-06-28,134.100006,135.610001,132.330002,135.169998,129.383560,1885800
2019-07-01,136.360001,136.399994,133.789993,134.539993,128.780502,1286600
2019-07-02,134.779999,135.850006,132.369995,135.339996,129.546265,957800
2019-07-03,136.119995,138.279999,136.070007,138.179993,132.264694,805700
2019-07-05,137.220001,138.559998,135.759995,138.529999,132.599701,1139500
2019-07-08,137.649994,138.600006,136.860001,137.360001,131.479828,1289200
2019-07-09,135.850006,137.380005,132.330002,134.990005,129.211243,1355400
2019-07-10,138.389999,138.389999,135.839996,136.679993,130.828888,1220400
2019-07-11,139.229996,139.470001,136.199997,138.649994,132.714569,1412800
2019-07-12,138.610001,141.779999,138.210007,141.509995,135.452118,1201300
2019-07-15,141.160004,142.020004,138.389999,140.919998,134.887405,1104300
2019-07-16,140.929993,141.860001,139.660004,139.699997,133.719589,1124800
2019-07-17,139.690002,142.000000,138.779999,139.970001,133.978058,1295000
2019-07-18,140.009995,141.759995,138.919998,141.229996,135.184158,1059300
2019-07-19,141.449997,141.970001,139.410004,139.479996,133.509079,1092700
2019-07-22,140.169998,141.399994,139.699997,140.570007,134.552383,1234100
2019-07-23,140.759995,141.000000,138.679993,140.669998,134.648087,1166600
2019-07-24,140.229996,143.539993,138.850006,143.289993,137.155930,1278500
2019-07-25,143.449997,143.479996,141.369995,141.869995,135.796722,1042600
2019-07-26,144.509995,146.039993,143.740005,145.059998,138.850159,2639400
2019-07-29,145.000000,146.960007,144.059998,146.160004,139.903091,2752700
2019-07-30,131.289993,136.949997,128.320007,132.800003,127.115028,6907300
2019-07-31,132.449997,136.220001,132.199997,133.509995,127.794609,3187400
2019-08-01,133.190002,133.190002,128.529999,129.539993,123.994545,1631800
2019-08-02,129.169998,130.000000,126.370003,127.139999,121.697289,1608200
2019-08-05,125.800003,126.160004,122.250000,123.540001,118.251419,1867600
2019-08-06,124.370003,125.370003,121.839996,124.330002,119.007591,1578400
2019-08-07,123.260002,126.370003,122.010002,126.099998,120.701813,1588600
2019-08-08,126.169998,127.099998,125.050003,126.620003,121.199547,1722300
2019-08-09,127.730003,128.470001,126.410004,127.500000,122.041885,1358300
2019-08-12,126.559998,127.010002,124.540001,125.800003,120.414680,1748400
2019-08-13,125.150002,129.250000,125.150002,127.900002,122.424774,1206300
2019-08-14,125.849998,126.489998,122.540001,123.269997,117.992958,2222600
2019-08-15,123.290001,124.309998,122.430000,123.269997,117.992958,1643100
2019-08-16,124.010002,125.690002,123.089996,123.930000,118.624687,1447800
2019-08-19,125.849998,125.930000,122.430000,124.610001,119.275597,1084800
2019-08-20,124.349998,124.589996,122.440002,123.190002,117.916397,1823700
2019-08-21,123.570000,124.190002,122.830002,123.580002,118.289696,1336500
2019-08-22,124.010002,124.169998,122.190002,122.239998,117.007050,1276300
2019-08-23,122.290001,123.309998,119.089996,119.779999,114.652367,1394600
2019-08-26,120.709999,120.839996,119.470001,120.410004,115.255402,999100
2019-08-27,120.870003,121.620003,117.400002,117.400002,112.374252,1194800
2019-08-28,117.000000,119.570000,116.629997,119.050003,113.953629,973000
2019-08-29,120.190002,121.220001,119.550003,120.750000,115.580849,1089700
2019-08-30,121.300003,121.559998,119.959999,120.199997,115.436783,827400
2019-09-03,119.000000,120.599998,118.360001,119.959999,115.206299,1946700
2019-09-04,121.360001,122.550003,120.459999,121.309998,116.502800,1233600
2019-09-05,122.080002,124.349998,121.599998,124.250000,119.326302,1872000
2019-09-06,126.120003,126.760002,124.269997,126.099998,121.102982,1495800
2019-09-09,126.260002,128.350006,125.300003,127.510002,122.457123,1342600
2019-09-10,127.339996,130.279999,127.050003,130.100006,124.944473,2101300
2019-09-11,129.610001,131.309998,129.000000,131.270004,126.068138,1793700
2019-09-12,131.949997,132.490005,128.619995,128.690002,123.590378,1135000
2019-09-13,129.500000,131.250000,128.779999,129.070007,123.955292,1005000
2019-09-16,128.649994,129.559998,128.119995,128.949997,123.840042,992100
2019-09-17,128.429993,128.429993,124.879997,124.989998,120.036972,1586300
2019-09-18,124.330002,125.870003,123.379997,125.529999,120.555573,1798800
2019-09-19,126.040001,128.130005,125.599998,126.820000,121.794464,1233900
2019-09-20,127.389999,127.589996,124.089996,124.279999,119.355095,2265100
2019-09-23,123.900002,124.900002,122.169998,123.440002,118.548401,1952900
2019-09-24,124.000000,124.190002,120.870003,121.290001,116.483604,1840900
2019-09-25,120.750000,121.250000,118.110001,119.099998,114.380363,1440100
2019-09-26,119.599998,119.989998,116.529999,118.129997,113.448807,1938700
2019-09-27,118.910004,120.839996,118.559998,118.959999,114.245956,1401100
2019-09-30,118.900002,121.660004,118.430000,120.419998,115.648071,2486800
2019-10-01,120.730003,121.430000,115.750000,117.040001,112.402008,1643200
2019-10-02,116.059998,116.370003,114.129997,115.089996,110.529289,1554000
2019-10-03,114.820000,116.290001,114.230003,115.949997,111.355194,1194300
2019-10-04,116.449997,117.940002,116.110001,117.620003,112.959045,1189400
2019-10-07,117.209999,119.070000,117.180000,118.180000,113.496857,1725800
2019-10-08,117.400002,117.690002,116.190002,116.639999,112.017868,1264900
2019-10-09,117.699997,118.290001,117.449997,117.550003,112.891815,1194200
2019-10-10,118.150002,119.660004,117.639999,118.559998,113.861778,930800
2019-10-11,119.529999,122.309998,119.470001,120.430000,115.657669,1149700
2019-10-14,120.010002,120.370003,119.040001,119.430000,114.697304,584200
2019-10-15,120.629997,122.629997,120.120003,121.510002,116.694893,1045900
2019-10-16,121.690002,121.949997,120.930000,121.430000,116.618073,1077200
2019-10-17,122.220001,123.029999,121.639999,122.800003,117.933754,806000
2019-10-18,122.739998,124.019997,122.180000,123.639999,118.740456,1206500
2019-10-21,123.650002,125.059998,123.209999,123.610001,118.711670,842500
2019-10-22,124.139999,126.070000,123.239998,125.230003,120.267471,1013200
2019-10-23,125.160004,126.709999,124.940002,125.250000,120.286674,921800
2019-10-24,125.870003,125.919998,124.209999,125.000000,120.046570,877400
2019-10-25,123.750000,127.029999,122.779999,126.269997,121.266251,1228700
2019-10-28,126.300003,127.779999,126.269997,126.870003,121.842484,1501100
2019-10-29,133.889999,136.059998,130.000000,134.990005,129.640732,3158600
2019-10-30,134.419998,135.130005,132.750000,134.770004,129.429413,1501100
2019-10-31,134.580002,134.880005,131.990005,133.539993,128.248154,2405900
2019-11-01,134.610001,136.339996,133.610001,133.649994,128.353775,1483900
2019-11-04,133.850006,136.339996,133.229996,136.220001,130.821960,2345100
2019-11-05,136.669998,137.940002,134.309998,134.339996,129.016479,1194500
2019-11-06,134.820007,135.229996,133.410004,134.869995,129.525452,1016900
2019-11-07,135.850006,137.000000,135.580002,136.210007,130.812393,1840100
2019-11-08,136.000000,137.729996,135.750000,136.839996,131.417389,879600
2019-11-11,135.759995,136.240005,134.539993,135.330002,129.967239,886700
2019-11-12,135.539993,136.210007,134.630005,135.139999,129.784775,962400
2019-11-13,134.229996,135.259995,133.869995,134.389999,129.064438,1033400
2019-11-14,134.580002,135.860001,134.179993,134.490005,129.160522,1038100
2019-11-15,133.470001,140.039993,133.100006,138.050003,132.579437,3044000
2019-11-18,137.880005,138.669998,136.229996,136.779999,131.359787,1455900
2019-11-19,137.119995,138.839996,136.240005,138.809998,133.309311,2353800
2019-11-20,138.690002,140.279999,137.740005,139.759995,134.221680,2356000
2019-11-21,139.570007,140.160004,138.279999,139.289993,133.770325,1367800
2019-11-22,140.229996,140.360001,138.639999,139.199997,133.683853,1210900
2019-11-25,139.919998,141.889999,138.899994,141.539993,135.931137,1515300
2019-11-26,141.389999,141.389999,138.869995,138.899994,133.395752,1369100
2019-11-27,139.690002,141.279999,139.179993,139.929993,134.384933,1033200
2019-11-29,138.860001,139.820007,138.080002,138.660004,133.547028,619400
2019-12-02,139.020004,140.160004,138.389999,138.490005,133.383286,951800
2019-12-03,137.009995,138.770004,136.399994,138.169998,133.075058,1407200
2019-12-04,138.919998,141.380005,138.630005,140.610001,135.425140,1395400
2019-12-05,141.309998,141.369995,139.289993,140.679993,135.492538,954900
2019-12-06,144.000000,144.789993,143.210007,144.610001,139.277634,1749100
2019-12-09,144.000000,144.179993,142.440002,142.839996,137.572876,2669900
2019-12-10,143.050003,143.380005,141.970001,142.440002,137.187653,1156600
2019-12-11,142.160004,143.720001,142.119995,142.529999,137.274323,1418100
2019-12-12,142.919998,144.429993,142.380005,143.580002,138.285583,1117900
2019-12-13,143.179993,144.009995,141.690002,142.860001,137.592163,822400
2019-12-16,143.910004,144.539993,142.820007,143.669998,138.372314,2277800
2019-12-17,143.949997,143.960007,143.139999,143.429993,138.141113,1720200
2019-12-18,143.619995,144.259995,143.339996,144.080002,138.767151,1318100
2019-12-19,144.479996,146.500000,144.350006,145.389999,140.028870,1882300
2019-12-20,148.250000,150.169998,147.080002,147.529999,142.089920,2864700
2019-12-23,147.039993,149.139999,146.979996,148.759995,143.274567,1309100
2019-12-24,148.559998,148.699997,147.000000,147.979996,142.523346,455000
2019-12-26,147.910004,149.039993,147.210007,148.270004,142.802658,679900
2019-12-27,148.309998,149.360001,147.970001,149.259995,143.756149,678000
2019-12-30,149.350006,149.539993,147.309998,147.550003,142.109192,754800
2019-12-31,147.399994,148.100006,147.309998,147.809998,142.359619,811600
2020-01-02,148.160004,148.649994,146.070007,147.490005,142.051407,780100
2020-01-03,145.279999,148.360001,144.800003,147.940002,142.484848,1191700
2020-01-06,146.770004,148.770004,146.199997,148.500000,143.024170,1059600
2020-01-07,146.520004,148.789993,146.520004,148.300003,142.831543,817600
2020-01-08,148.860001,149.750000,147.710007,149.279999,143.775406,883200
2020-01-09,149.410004,149.740005,147.369995,147.419998,141.984024,953000
2020-01-10,148.059998,148.570007,147.490005,148.139999,142.677429,940500
2020-01-13,148.449997,148.539993,146.740005,147.160004,141.733658,1869400
2020-01-14,146.559998,148.380005,146.449997,147.910004,142.455948,1182100
2020-01-15,148.130005,148.729996,146.960007,147.250000,141.820236,1168300
2020-01-16,147.899994,148.589996,146.869995,147.770004,142.321106,1007500
2020-01-17,148.279999,148.860001,147.570007,148.399994,142.927856,1685400
2020-01-21,147.740005,148.289993,146.889999,147.240005,141.810638,1501100
2020-01-22,148.029999,148.380005,146.589996,147.139999,141.714355,1443900
2020-01-23,147.139999,147.300003,145.550003,146.690002,141.280960,1084000
2020-01-24,147.050003,147.339996,142.429993,143.449997,138.160370,1161200
2020-01-27,141.500000,142.679993,140.789993,141.600006,136.378616,1696300
2020-01-28,147.500000,148.000000,144.169998,145.500000,140.134796,2380000
2020-01-29,145.839996,147.220001,144.660004,145.240005,139.884430,2031300
2020-01-30,144.839996,145.250000,140.809998,143.449997,138.160370,2193800
2020-01-31,142.169998,143.199997,137.990005,138.800003,133.681900,3039700
2020-02-03,139.729996,142.259995,139.100006,141.800003,136.571243,2073600
2020-02-04,143.179993,145.160004,142.910004,144.369995,139.046478,1504100
2020-02-05,144.919998,151.250000,144.860001,151.039993,145.470505,2331800
2020-02-06,151.639999,151.929993,148.710007,149.259995,143.756149,1269900
2020-02-07,148.500000,149.070007,144.279999,145.929993,140.548935,2395800
2020-02-10,145.729996,146.750000,145.259995,146.679993,141.271286,1260400
2020-02-11,147.000000,149.639999,146.759995,149.559998,144.045105,1232400
2020-02-12,150.119995,151.910004,149.500000,150.559998,145.008209,1776900
2020-02-13,149.960007,151.970001,149.330002,150.880005,145.316437,1544800
2020-02-14,150.839996,150.990005,147.910004,149.570007,144.054749,1822100
2020-02-18,149.009995,149.539993,146.809998,148.229996,142.764114,1401700
2020-02-19,148.229996,150.220001,148.050003,150.080002,144.545929,1131900
2020-02-20,149.690002,149.690002,147.000000,148.110001,142.648560,801200
2020-02-21,147.210007,149.149994,146.800003,148.000000,142.542618,800600
2020-02-24,141.770004,143.250000,139.470001,140.020004,134.856873,1515900
2020-02-25,140.770004,140.929993,132.139999,133.000000,128.095734,2268400
2020-02-26,134.490005,136.270004,128.199997,128.369995,123.636452,2715300
2020-02-27,126.750000,133.880005,125.160004,127.360001,122.663704,3293100
2020-02-28,123.000000,127.529999,122.949997,127.010002,122.741020,4689100
2020-03-02,127.070000,135.550003,125.010002,135.050003,130.510788,3978900
2020-03-03,134.820007,138.699997,126.839996,128.770004,124.441864,3250600
2020-03-04,135.500000,140.000000,133.690002,135.229996,130.684723,3194200
2020-03-05,131.360001,132.639999,124.980003,127.830002,123.533447,3389800
2020-03-06,123.570000,127.430000,122.250000,127.199997,122.924622,2732900
2020-03-09,119.419998,121.339996,110.510002,116.739998,112.816208,3248400
2020-03-10,120.830002,122.260002,113.379997,120.870003,116.807396,3247100
2020-03-11,117.540001,118.589996,110.639999,112.589996,108.805687,4054800
2020-03-12,103.989998,109.019997,101.010002,101.510002,98.098114,4602200
2020-03-13,107.129997,108.519997,101.070000,104.279999,100.775002,6110000
2020-03-16,93.000000,96.550003,83.870003,84.449997,81.611511,5711600
2020-03-17,86.330002,87.400002,76.300003,77.459999,74.856461,7008100
2020-03-18,73.019997,74.209999,58.380001,68.129997,65.840050,6345800
2020-03-19,67.000000,88.000000,66.790001,83.500000,80.693443,5333900
2020-03-20,85.199997,88.449997,75.019997,78.500000,75.861511,5947500
2020-03-23,80.910004,85.559998,75.339996,78.760002,76.112778,5829200
2020-03-24,86.309998,92.059998,82.949997,86.750000,83.834213,4505300
2020-03-25,87.260002,95.879997,85.419998,92.599998,89.487587,5038000
2020-03-26,95.089996,103.739998,90.180000,94.440002,91.265747,4787300
2020-03-27,90.400002,92.250000,86.000000,87.330002,84.394714,3708200
2020-03-30,88.980003,92.410004,86.019997,90.959999,87.902702,3361900
2020-03-31,89.610001,91.839996,87.599998,89.849998,86.830002,2929400
2020-04-01,83.919998,86.389999,82.019997,83.730003,80.915718,3224500
2020-04-02,82.620003,88.839996,81.750000,83.900002,81.080009,2180800
2020-04-03,83.320000,84.349998,79.739998,81.830002,79.079575,2080800
2020-04-06,86.550003,94.190002,85.040001,93.580002,90.434647,3918600
2020-04-07,99.510002,102.610001,97.820000,98.610001,95.295593,4568000
2020-04-08,100.000000,110.830002,99.239998,108.059998,104.427948,4130300
2020-04-09,108.730003,112.180000,105.629997,108.059998,104.427948,3551600
2020-04-13,107.160004,107.980003,101.660004,103.610001,100.127525,2817100
2020-04-14,105.300003,112.720001,105.220001,112.540001,108.757370,3677100
2020-04-15,106.500000,111.349998,106.500000,109.480003,105.800217,2513200
2020-04-16,109.529999,110.750000,106.620003,108.320000,104.679214,2592500
2020-04-17,112.800003,116.080002,111.220001,115.660004,111.772507,2362100
2020-04-20,112.589996,114.919998,108.690002,110.430000,106.718292,2835200
2020-04-21,103.809998,114.290001,100.559998,105.470001,101.925011,4039600
2020-04-22,108.330002,108.910004,104.339996,104.519997,101.006920,3110800
2020-04-23,105.500000,109.500000,104.610001,104.739998,101.219536,2897000
2020-04-24,106.010002,108.610001,104.279999,107.830002,104.205666,2366100
2020-04-27,108.860001,111.910004,108.680000,110.889999,107.162819,2328700
2020-04-28,111.660004,113.739998,108.889999,109.260002,105.587624,2354100
2020-04-29,112.589996,115.970001,111.410004,113.330002,109.520828,2838200
2020-04-30,111.860001,112.300003,109.059998,109.879997,106.186775,2205400
2020-05-01,107.379997,108.620003,103.699997,104.860001,101.335503,1850700
2020-05-04,103.279999,104.320000,101.459999,103.610001,100.127525,2459700
2020-05-05,105.599998,108.489998,104.919998,106.459999,102.881729,2144600
2020-05-06,106.919998,106.919998,99.050003,99.480003,96.136337,2694500
2020-05-07,101.040001,104.820000,100.379997,102.540001,99.093498,1830200
2020-05-08,104.500000,108.120003,104.080002,107.919998,104.292656,1694500
2020-05-11,105.790001,106.599998,103.050003,104.139999,100.639694,2764200
2020-05-12,104.900002,104.970001,99.440002,99.550003,96.203972,2822500
2020-05-13,100.120003,101.279999,98.349998,100.309998,96.938431,4652700
2020-05-14,98.669998,99.419998,95.860001,99.169998,95.836761,3935800
2020-05-15,98.410004,100.110001,97.110001,98.739998,95.421211,4201400
2020-05-18,102.519997,108.330002,102.400002,105.599998,102.050636,5842900
2020-05-19,104.379997,106.510002,102.650002,103.860001,100.369102,4048300
2020-05-20,105.860001,107.220001,104.290001,106.419998,102.843056,4987800
2020-05-21,105.870003,108.440002,105.650002,108.050003,104.418297,3738000
2020-05-22,108.489998,108.790001,105.500000,106.690002,103.104004,2122500
2020-05-26,110.949997,113.610001,108.980003,109.070000,105.403992,2118200
2020-05-27,111.000000,113.959999,110.250000,113.660004,109.839722,2074800
2020-05-28,115.000000,115.500000,109.419998,109.769997,106.080467,1724100
2020-05-29,109.209999,109.910004,104.519997,106.900002,103.306946,3055400
2020-06-01,106.839996,110.440002,106.550003,108.830002,105.172081,1339100
2020-06-02,109.570000,109.919998,107.830002,109.019997,105.355690,1185800
2020-06-03,109.750000,113.209999,107.809998,107.940002,104.311989,2788500
2020-06-04,107.550003,108.610001,105.370003,106.959999,103.364914,2191400
2020-06-05,112.510002,117.510002,111.220001,115.559998,111.675873,3081700
2020-06-08,117.500000,118.699997,116.389999,118.040001,114.072510,1839000
2020-06-09,115.930000,116.889999,112.199997,116.000000,112.101074,2589600
2020-06-10,115.269997,116.190002,108.709999,110.089996,106.389709,3296400
2020-06-11,105.000000,106.959999,100.790001,101.110001,97.711548,4087900
2020-06-12,104.839996,106.660004,98.500000,100.550003,97.170364,3666500
2020-06-15,97.790001,104.339996,97.080002,103.540001,100.059860,1950000
2020-06-16,109.089996,109.349998,103.120003,104.260002,100.755676,2368500
2020-06-17,104.589996,105.339996,98.550003,99.099998,95.769104,2494200
2020-06-18,98.180000,101.699997,96.730003,100.099998,96.735497,2789900
